product_id,category,sales,rating,review_count,views,added_to_cart,wishlist_adds_product,product_availability
prod_66,fruits,1822,5.0,369,4958,498,187,Chhattisgarh
prod_67,vegetables,171,3.9,481,4660,438,202,Arunachal Pradesh
prod_68,vegetables,715,4.6,153,6669,440,116,Chhattisgarh
prod_69,vegetables,891,3.9,65,6119,366,400,Madhya Pradesh
prod_70,vegetables,1158,4.1,291,5312,482,289,Andhra Pradesh
prod_71,vegetables,521,3.9,482,7471,480,51,Goa
prod_72,vegetables,270,3.7,283,7560,188,339,Himachal Pradesh
prod_73,vegetables,1087,3.8,60,508,493,96,Lakshadweep
prod_74,vegetables,1705,4.3,433,3174,440,238,Himachal Pradesh
prod_75,grains,1302,3.5,324,7700,411,99,Dadra & Nagar Haveli
prod_76,grains,466,3.8,265,1798,266,217,Andhra Pradesh
prod_77,grains,1880,3.8,93,1914,339,111,Lakshadweep
prod_78,dairy,176,4.9,391,3108,165,308,Kerala
prod_79,dairy,1298,4.2,329,3150,447,291,Bihar
prod_80,dairy,509,4.8,491,4680,263,107,Andaman and Nicobar Islands
prod_81,meat,1829,3.7,217,7305,440,390,Goa
prod_82,meat,1808,4.4,120,6103,222,385,Chhattisgarh
prod_83,beverages,646,4.5,317,3753,269,301,Madhya Pradesh
prod_84,beverages,278,4.7,233,5762,247,176,Jharkhand
prod_85,snacks,276,4.6,310,4437,423,87,Himachal Pradesh
prod_86,snacks,1638,3.6,145,7880,171,190,Haryana
prod_87,fruits,926,4.5,353,7378,113,64,Bihar
prod_88,fruits,844,4.4,494,3233,121,147,Goa
prod_89,fruits,1786,3.5,434,5255,187,86,Andhra Pradesh
prod_90,fruits,1377,4.9,110,7828,415,82,Madhya Pradesh
prod_91,fruits,1635,4.4,403,7749,287,330,Himachal Pradesh
prod_92,fruits,1233,3.7,156,7419,413,188,Gujarat
prod_93,fruits,961,4.2,268,1012,304,267,Chandigarh
prod_94,fruits,490,3.8,412,1493,271,248,Madhya Pradesh
prod_95,fruits,715,3.5,403,821,235,141,Himachal Pradesh
prod_96,fruits,202,4.5,413,3028,258,256,Jharkhand
prod_97,vegetables,282,4.0,161,6994,108,291,Karnataka
prod_98,vegetables,252,4.3,300,861,449,300,Lakshadweep
prod_99,vegetables,1095,4.6,468,5188,412,375,Delhi
prod_100,vegetables,735,4.0,244,1419,368,315,Kerala
prod_101,vegetables,971,4.6,159,2201,182,118,Jammu & Kashmir
prod_102,vegetables,1475,4.8,457,7829,202,287,Assam
prod_103,vegetables,312,4.4,69,4310,137,53,Kerala
prod_104,vegetables,1960,4.8,284,3543,110,303,Gujarat
prod_105,grains,1235,3.9,177,2002,458,284,Andaman and Nicobar Islands
prod_106,grains,1220,4.9,146,3466,183,202,Arunachal Pradesh
prod_107,grains,1077,4.8,424,832,299,203,Haryana
prod_108,dairy,1127,4.0,161,4937,381,295,Haryana
prod_109,dairy,1534,4.7,312,508,495,99,Assam
prod_110,dairy,441,4.5,267,5707,300,200,Daman & Diu
prod_111,meat,636,3.8,68,1990,189,147,Madhya Pradesh
prod_112,meat,588,4.7,153,2523,194,325,Andhra Pradesh
prod_113,beverages,360,3.8,383,5376,108,99,Karnataka
prod_114,beverages,1836,4.6,88,1022,408,349,Andaman and Nicobar Islands
prod_115,snacks,832,3.7,454,5167,396,96,Karnataka
prod_116,snacks,1965,4.5,500,3336,192,312,Andhra Pradesh
prod_117,fruits,390,3.6,178,4019,451,335,Jharkhand
prod_118,fruits,819,4.4,423,1752,417,265,Madhya Pradesh
prod_119,fruits,549,4.2,192,2944,106,167,Jharkhand
prod_120,fruits,152,4.4,180,849,189,73,Dadra & Nagar Haveli
prod_121,fruits,1714,3.9,123,7512,366,400,Madhya Pradesh
prod_122,fruits,1748,4.3,468,2932,232,82,Madhya Pradesh
prod_123,fruits,1509,4.6,464,6246,219,317,Bihar
prod_124,fruits,621,3.6,147,2746,308,143,Himachal Pradesh
prod_125,fruits,1123,4.2,153,2066,222,192,Bihar
prod_126,fruits,614,4.3,320,4122,416,72,Bihar
prod_127,vegetables,1568,3.9,123,6614,121,337,Jharkhand
prod_128,vegetables,1459,3.9,73,3720,258,226,Karnataka
prod_129,vegetables,1946,3.6,123,1328,201,284,Andhra Pradesh
prod_130,vegetables,234,4.7,482,7752,320,331,Lakshadweep
prod_131,vegetables,736,4.7,335,2081,229,188,Himachal Pradesh
prod_132,vegetables,1629,3.5,170,4805,102,343,Lakshadweep
prod_133,vegetables,818,4.6,378,2074,238,71,Himachal Pradesh
prod_134,vegetables,575,4.7,409,1704,373,327,Jammu & Kashmir
prod_135,grains,1948,3.5,311,7801,339,314,Jharkhand
prod_136,grains,1048,3.8,290,7415,483,308,Andhra Pradesh
prod_137,grains,920,4.6,163,1583,151,306,Haryana
prod_138,dairy,1135,4.0,81,4180,340,390,Assam
prod_139,dairy,524,4.8,361,7641,132,238,Delhi
prod_140,dairy,146,4.2,420,2194,460,311,Dadra & Nagar Haveli
prod_141,meat,1617,3.6,103,6557,455,114,Bihar
prod_142,meat,1426,3.9,313,1619,120,271,Karnataka
prod_143,beverages,482,3.9,190,1051,408,190,Haryana
prod_144,beverages,1660,3.7,436,5367,418,122,Kerala
prod_145,snacks,1877,4.1,400,6206,239,212,Goa
prod_146,snacks,948,4.2,348,4036,288,359,Dadra & Nagar Haveli
prod_147,fruits,1496,4.0,348,3840,228,327,Chandigarh
prod_148,fruits,621,4.3,231,5450,238,187,Dadra & Nagar Haveli
prod_149,fruits,1978,3.8,79,4409,486,90,Andhra Pradesh
prod_150,fruits,1360,3.8,277,1158,169,177,Himachal Pradesh
prod_151,fruits,469,4.9,199,5024,495,280,Bihar
prod_152,fruits,1524,3.7,121,2249,101,81,Jammu & Kashmir
prod_153,fruits,935,4.0,145,5651,402,324,Goa
prod_154,fruits,279,4.5,238,5992,459,320,Arunachal Pradesh
prod_155,fruits,585,3.8,147,6619,490,284,Madhya Pradesh
prod_156,fruits,1633,4.5,400,2147,336,312,Chandigarh
prod_157,vegetables,1909,4.3,261,1232,321,306,Delhi
prod_158,vegetables,1174,3.8,263,5596,433,159,Chhattisgarh
prod_159,vegetables,599,4.6,360,919,314,206,Bihar
prod_160,vegetables,1165,4.8,332,1781,381,287,Lakshadweep
prod_161,vegetables,1804,4.5,194,3595,316,155,Chhattisgarh
prod_162,vegetables,525,4.8,297,3525,257,241,Madhya Pradesh
prod_163,vegetables,1216,4.3,410,4264,300,106,Chhattisgarh
prod_164,vegetables,398,4.8,480,6568,357,289,Goa
prod_165,grains,556,4.1,371,7350,360,62,Daman & Diu
prod_166,grains,918,4.6,141,2253,283,128,Kerala
prod_167,grains,236,4.8,260,7978,229,122,Chhattisgarh
prod_168,dairy,355,4.0,62,7494,261,165,Lakshadweep
prod_169,dairy,1290,3.6,125,7931,156,396,Daman & Diu
prod_170,dairy,169,3.8,192,1280,192,162,Bihar
prod_171,meat,906,4.3,66,2954,468,110,Jharkhand
prod_172,meat,1516,3.6,433,1959,137,247,Chandigarh
prod_173,beverages,1307,5.0,206,5573,330,216,Daman & Diu
prod_174,beverages,1141,4.7,56,3256,237,303,Andaman and Nicobar Islands
prod_175,snacks,1637,3.9,309,6903,117,303,Delhi
prod_176,snacks,1566,3.5,409,7803,359,217,Andhra Pradesh
prod_177,fruits,458,4.6,201,7230,100,145,Lakshadweep
prod_178,fruits,988,4.2,380,3579,103,244,Jharkhand
prod_179,fruits,213,4.9,52,3484,469,101,Chhattisgarh
prod_180,fruits,390,4.4,50,1297,251,308,Chhattisgarh
prod_181,fruits,314,3.7,256,7802,121,130,Assam
prod_182,fruits,1454,3.8,204,3718,106,64,Andhra Pradesh
prod_183,fruits,609,4.3,149,1126,397,211,Andhra Pradesh
prod_184,fruits,1799,4.0,488,1286,495,148,Gujarat
prod_185,fruits,1132,4.2,95,1592,280,235,Arunachal Pradesh
prod_186,fruits,205,4.6,240,2086,208,192,Chhattisgarh
prod_187,vegetables,507,4.6,219,5724,174,284,Delhi
prod_188,vegetables,146,4.1,303,5496,258,157,Goa
prod_189,vegetables,1560,4.1,348,1709,249,99,Himachal Pradesh
prod_190,vegetables,1218,3.6,110,5212,195,135,Goa
prod_191,vegetables,1535,4.3,248,1676,212,216,Chhattisgarh
prod_192,vegetables,671,4.8,386,3489,238,184,Dadra & Nagar Haveli
prod_193,vegetables,626,4.9,249,3499,346,135,Madhya Pradesh
prod_194,vegetables,1820,4.7,343,525,238,295,Delhi
prod_195,grains,663,4.0,127,3060,425,326,Karnataka
prod_196,grains,949,4.3,276,7517,167,387,Delhi
prod_197,grains,1614,3.6,447,4101,430,88,Arunachal Pradesh
prod_198,dairy,1679,4.6,189,2471,210,253,Madhya Pradesh
prod_199,dairy,1907,3.9,367,2996,448,355,Lakshadweep
prod_200,dairy,1859,4.0,234,5473,142,298,Jharkhand
prod_201,meat,764,4.3,443,2618,446,234,Chandigarh
prod_202,meat,396,4.7,355,3049,426,54,Gujarat
prod_203,beverages,442,3.7,365,3648,199,353,Dadra & Nagar Haveli
prod_204,beverages,1820,4.7,262,4609,266,381,Chandigarh
prod_205,snacks,1372,3.7,326,680,367,71,Lakshadweep
prod_206,snacks,309,3.7,367,4913,108,363,Chhattisgarh
prod_207,fruits,425,4.0,251,2364,206,130,Daman & Diu
prod_208,fruits,1715,4.4,160,1882,121,173,Jharkhand
prod_209,fruits,953,4.1,133,6594,479,344,Kerala
prod_210,fruits,1261,4.7,233,6724,164,230,Chhattisgarh
prod_211,fruits,1996,3.7,95,2584,117,251,Bihar
prod_212,fruits,854,4.1,274,2046,443,345,Kerala
prod_213,fruits,1095,3.8,92,3182,250,250,Andhra Pradesh
prod_214,fruits,375,4.6,67,3555,397,288,Chhattisgarh
prod_215,fruits,529,4.7,134,4971,180,99,Bihar
prod_216,fruits,972,4.7,83,781,103,123,Karnataka
prod_217,vegetables,1607,4.8,65,1037,159,279,Bihar
prod_218,vegetables,1279,4.8,330,2715,399,238,Haryana
prod_219,vegetables,986,4.9,436,2856,261,189,Kerala
prod_220,vegetables,271,3.6,204,7842,127,241,Bihar
prod_221,vegetables,1468,4.8,385,7040,190,387,Jharkhand
prod_222,vegetables,866,4.0,284,5950,243,134,Haryana
prod_223,vegetables,532,3.7,471,7884,203,233,Karnataka
prod_224,vegetables,128,4.3,95,849,363,399,Andhra Pradesh
prod_225,grains,1231,4.6,313,2831,399,108,Delhi
prod_226,grains,1552,4.0,347,6874,306,371,Madhya Pradesh
prod_227,grains,1562,4.3,427,1200,244,375,Chhattisgarh
prod_228,dairy,317,3.7,199,4168,162,118,Haryana
prod_229,dairy,551,4.7,421,6205,481,400,Dadra & Nagar Haveli
prod_230,dairy,1808,4.5,282,7499,143,132,Lakshadweep
prod_231,meat,1439,3.9,340,1300,295,132,Himachal Pradesh
prod_232,meat,454,3.8,372,7508,448,164,Goa
prod_233,beverages,1493,4.1,62,1159,351,198,Himachal Pradesh
prod_234,beverages,1497,4.7,210,7069,234,276,Goa
prod_235,snacks,905,4.4,290,2060,247,238,Chandigarh
prod_236,snacks,1407,4.3,350,7902,131,396,Arunachal Pradesh
prod_237,fruits,1441,3.6,467,4784,391,288,Himachal Pradesh
prod_238,fruits,1409,4.8,328,6179,208,163,Madhya Pradesh
prod_239,fruits,117,5.0,400,5077,173,187,Madhya Pradesh
prod_240,fruits,223,4.9,90,1657,491,229,Madhya Pradesh
prod_241,fruits,663,3.7,85,2742,334,264,Jammu & Kashmir
prod_242,fruits,1741,5.0,335,7785,332,50,Gujarat
prod_243,fruits,562,3.7,466,7227,451,222,Delhi
prod_244,fruits,1734,3.6,105,7891,476,126,Madhya Pradesh
prod_245,fruits,601,3.6,340,7434,241,269,Chandigarh
prod_246,fruits,975,4.0,456,7629,164,333,Arunachal Pradesh
prod_247,vegetables,1598,4.2,486,4817,299,214,Assam
prod_248,vegetables,921,4.0,219,7652,110,124,Chandigarh
prod_249,vegetables,1302,5.0,116,6052,252,396,Gujarat
prod_250,vegetables,925,4.9,367,7802,138,170,Chhattisgarh
prod_251,vegetables,1178,3.9,217,5063,324,57,Arunachal Pradesh
prod_252,vegetables,1897,4.7,351,1086,403,128,Chandigarh
prod_253,vegetables,874,4.4,270,911,343,106,Jharkhand
prod_254,vegetables,299,4.8,76,6063,366,284,Haryana
prod_255,grains,1435,3.7,288,6086,166,112,Chhattisgarh
prod_256,grains,720,4.7,473,3664,480,169,Arunachal Pradesh
prod_257,grains,1976,3.5,405,1852,262,307,Chhattisgarh
prod_258,dairy,467,4.0,258,3577,482,123,Andhra Pradesh
prod_259,dairy,781,3.9,50,7325,305,130,Chandigarh
prod_260,dairy,504,4.9,187,6714,298,339,Arunachal Pradesh
prod_261,meat,302,3.9,246,4581,171,231,Gujarat
prod_262,meat,784,3.9,347,5814,347,81,Madhya Pradesh
prod_263,beverages,1025,3.7,360,2128,437,137,Delhi
prod_264,beverages,241,3.5,71,6243,199,257,Haryana
prod_265,snacks,1682,3.9,341,2735,254,68,Bihar
prod_266,snacks,1608,3.7,162,6312,360,99,Gujarat
prod_267,fruits,1354,3.9,248,2539,344,104,Bihar
prod_268,fruits,1484,3.6,56,1900,382,340,Dadra & Nagar Haveli
prod_269,fruits,1486,4.5,167,1862,278,82,Chhattisgarh
prod_270,fruits,1878,4.7,345,4318,259,327,Karnataka
prod_271,fruits,128,4.5,116,1017,228,142,Chhattisgarh
prod_272,fruits,1555,4.2,290,2267,186,105,Chhattisgarh
prod_273,fruits,429,4.6,206,1812,404,247,Jharkhand
prod_274,fruits,584,4.3,338,4188,134,351,Gujarat
prod_275,fruits,1154,3.6,73,1728,187,282,Bihar
prod_276,fruits,704,4.7,147,5791,161,381,Madhya Pradesh
prod_277,vegetables,311,4.8,310,3095,451,127,Andaman and Nicobar Islands
prod_278,vegetables,1372,4.3,280,7850,439,274,Assam
prod_279,vegetables,245,3.9,500,2321,151,203,Jammu & Kashmir
prod_280,vegetables,1418,4.8,460,2808,434,304,Bihar
prod_281,vegetables,1658,4.2,115,3284,432,256,Lakshadweep
prod_282,vegetables,1632,4.7,231,5249,173,370,Bihar
prod_283,vegetables,361,3.9,489,1082,428,367,Andaman and Nicobar Islands
prod_284,vegetables,653,3.9,259,3566,150,195,Gujarat
prod_285,grains,1480,4.4,69,4930,250,125,Goa
prod_286,grains,1573,5.0,423,7487,130,400,Dadra & Nagar Haveli
prod_287,grains,152,3.7,489,2467,171,211,Jharkhand
prod_288,dairy,1791,4.6,244,6555,197,219,Chandigarh
prod_289,dairy,1450,3.9,168,2881,346,265,Arunachal Pradesh
prod_290,dairy,1807,3.7,76,5019,331,266,Kerala
prod_291,meat,1648,4.6,189,7650,442,197,Andhra Pradesh
prod_292,meat,618,4.0,252,2107,326,290,Himachal Pradesh
prod_293,beverages,103,3.8,374,5240,435,267,Karnataka
prod_294,beverages,668,3.7,394,966,472,97,Daman & Diu
prod_295,snacks,358,4.7,418,6930,303,81,Karnataka
prod_296,snacks,448,4.8,381,6529,225,50,Jammu & Kashmir
prod_297,fruits,571,4.1,50,7202,435,394,Goa
prod_298,fruits,173,4.8,363,3845,377,383,Kerala
prod_299,fruits,991,3.8,128,7754,382,277,Chhattisgarh
prod_300,fruits,705,4.6,371,2674,223,353,Dadra & Nagar Haveli
prod_301,fruits,1699,3.6,107,3843,398,297,Assam
prod_302,fruits,699,4.5,337,4830,212,291,Himachal Pradesh
prod_303,fruits,150,4.5,298,2090,237,123,Karnataka
prod_304,fruits,1321,4.7,407,5063,141,187,Jammu & Kashmir
prod_305,fruits,1550,4.9,64,7368,477,190,Chhattisgarh
prod_306,fruits,1387,3.9,120,4354,127,356,Dadra & Nagar Haveli
prod_307,vegetables,1339,4.0,426,852,319,354,Daman & Diu
prod_308,vegetables,1657,4.1,58,958,358,377,Goa
prod_309,vegetables,1873,4.3,285,5147,398,250,Madhya Pradesh
prod_310,vegetables,1495,4.6,92,7375,490,167,Madhya Pradesh
prod_311,vegetables,1060,3.9,387,3416,151,325,Chhattisgarh
prod_312,vegetables,1161,5.0,492,1545,194,322,Kerala
prod_313,vegetables,1948,4.1,190,4560,497,78,Chandigarh
prod_314,vegetables,1698,4.6,139,2275,310,378,Arunachal Pradesh
prod_315,grains,660,3.8,150,6943,101,171,Jharkhand
prod_316,grains,111,4.0,205,6165,281,312,Assam
prod_317,grains,1552,3.7,296,7093,484,244,Himachal Pradesh
prod_318,dairy,1188,4.4,113,1472,449,176,Gujarat
prod_319,dairy,1394,4.5,294,5415,305,275,Himachal Pradesh
prod_320,dairy,1689,3.8,312,6704,336,222,Jharkhand
prod_321,meat,1563,4.4,449,1761,374,295,Lakshadweep
prod_322,meat,1240,4.5,59,5178,262,91,Karnataka
prod_323,beverages,1287,4.8,312,4472,356,85,Arunachal Pradesh
prod_324,beverages,1985,4.3,473,6077,210,81,Delhi
prod_325,snacks,981,4.2,499,4453,293,175,Himachal Pradesh
prod_326,snacks,1894,4.5,268,1905,478,182,Jharkhand
prod_327,fruits,1986,4.5,493,6540,308,307,Andaman and Nicobar Islands
prod_328,fruits,1246,4.1,153,6538,423,233,Dadra & Nagar Haveli
prod_329,fruits,1354,4.2,415,3926,261,330,Andaman and Nicobar Islands
prod_330,fruits,734,3.6,402,3039,479,198,Madhya Pradesh
prod_331,fruits,1247,3.7,73,6624,238,191,Haryana
prod_332,fruits,1036,4.5,393,7008,235,316,Haryana
prod_333,fruits,1262,4.2,186,7687,337,267,Andaman and Nicobar Islands
prod_334,fruits,422,4.6,107,5709,259,367,Madhya Pradesh
prod_335,fruits,667,3.8,469,1219,324,192,Gujarat
prod_336,fruits,1663,4.1,409,6656,298,340,Delhi
prod_337,vegetables,1631,3.9,415,3409,255,73,Andaman and Nicobar Islands
prod_338,vegetables,1500,4.6,411,1034,391,239,Chhattisgarh
prod_339,vegetables,1464,4.2,473,2484,197,147,Goa
prod_340,vegetables,516,3.5,230,6884,201,216,Kerala
prod_341,vegetables,1156,4.9,400,839,396,220,Andhra Pradesh
prod_342,vegetables,1323,3.5,183,514,125,87,Goa
prod_343,vegetables,133,4.8,129,3918,155,113,Andhra Pradesh
prod_344,vegetables,1360,4.0,241,6787,279,328,Assam
prod_345,grains,1258,4.1,466,3773,400,68,Karnataka
prod_346,grains,1372,4.0,489,2127,430,179,Bihar
prod_347,grains,898,3.6,83,2911,227,376,Chhattisgarh
prod_348,dairy,1529,4.6,434,1380,163,204,Lakshadweep
prod_349,dairy,1614,4.1,206,7301,318,141,Andaman and Nicobar Islands
prod_350,dairy,1270,3.7,96,2139,496,399,Haryana
prod_351,meat,1367,4.5,484,5855,273,227,Madhya Pradesh
prod_352,meat,1764,4.5,450,1005,390,158,Jharkhand
prod_353,beverages,776,4.9,225,5912,409,281,Jharkhand
prod_354,beverages,103,4.5,124,5574,385,265,Kerala
prod_355,snacks,783,4.8,227,6477,210,212,Madhya Pradesh
prod_356,snacks,693,3.8,337,2409,261,119,Madhya Pradesh
prod_357,fruits,1820,3.6,268,5912,340,388,Haryana
prod_358,fruits,943,4.4,436,2562,440,267,Arunachal Pradesh
prod_359,fruits,1142,4.6,52,6811,210,345,Haryana
prod_360,fruits,1413,3.6,326,2434,266,232,Delhi
prod_361,fruits,941,3.6,388,3834,355,198,Arunachal Pradesh
prod_362,fruits,1531,4.8,408,3707,413,304,Lakshadweep
prod_363,fruits,1876,4.7,133,4367,220,322,Assam
prod_364,fruits,1711,4.5,105,3945,253,147,Delhi
prod_365,fruits,210,4.7,351,611,370,195,Jharkhand
prod_366,fruits,1918,4.6,477,4911,201,103,Himachal Pradesh
prod_367,vegetables,1040,4.8,178,4063,273,344,Haryana
prod_368,vegetables,1462,4.7,290,4870,217,277,Bihar
prod_369,vegetables,1522,3.8,144,7964,363,369,Kerala
prod_370,vegetables,1126,4.3,296,7080,108,97,Karnataka
prod_371,vegetables,1200,4.2,107,6554,367,146,Andhra Pradesh
prod_372,vegetables,659,3.9,334,2418,472,266,Himachal Pradesh
prod_373,vegetables,990,4.6,395,1516,107,145,Andhra Pradesh
prod_374,vegetables,1766,4.4,425,7922,233,70,Bihar
prod_375,grains,1693,4.6,65,7900,391,225,Daman & Diu
prod_376,grains,1581,4.8,367,7884,372,203,Kerala
prod_377,grains,490,4.0,425,2292,301,116,Dadra & Nagar Haveli
prod_378,dairy,1783,4.2,473,6663,344,62,Daman & Diu
prod_379,dairy,1696,4.7,241,4471,384,183,Kerala
prod_380,dairy,136,4.9,478,7003,133,101,Kerala
prod_381,meat,1663,3.7,134,7877,251,371,Arunachal Pradesh
prod_382,meat,364,5.0,296,3198,401,122,Madhya Pradesh
prod_383,beverages,1541,4.5,283,1588,470,333,Andaman and Nicobar Islands
prod_384,beverages,1579,4.3,472,6156,111,235,Delhi
prod_385,snacks,1880,3.8,210,2779,491,111,Kerala
prod_386,snacks,1637,4.8,130,5824,234,79,Jharkhand
prod_387,fruits,1121,4.9,364,7113,240,96,Chandigarh
prod_388,fruits,1576,3.7,416,3540,365,379,Himachal Pradesh
prod_389,fruits,281,3.7,265,3223,411,385,Andaman and Nicobar Islands
prod_390,fruits,865,4.1,494,5405,119,257,Dadra & Nagar Haveli
prod_391,fruits,976,4.7,407,6826,366,288,Goa
prod_392,fruits,137,3.6,472,3654,450,375,Madhya Pradesh
prod_393,fruits,1322,3.7,69,6178,171,206,Karnataka
prod_394,fruits,729,3.7,120,4604,280,143,Gujarat
prod_395,fruits,1709,4.0,460,5747,314,364,Jammu & Kashmir
prod_396,fruits,1813,4.2,410,2281,332,355,Assam
prod_397,vegetables,1558,3.6,369,4572,196,230,Chhattisgarh
prod_398,vegetables,1414,4.9,472,770,490,362,Dadra & Nagar Haveli
prod_399,vegetables,205,3.6,428,6267,490,336,Assam
prod_400,vegetables,614,4.5,115,4776,370,338,Goa
prod_401,vegetables,366,4.7,131,1081,171,384,Arunachal Pradesh
prod_402,vegetables,907,3.5,215,5007,257,99,Delhi
prod_403,vegetables,237,3.6,490,6435,371,386,Himachal Pradesh
prod_404,vegetables,1443,4.7,75,3954,254,179,Chandigarh
prod_405,grains,1886,3.7,104,7280,239,133,Assam
prod_406,grains,1229,4.9,87,7972,327,59,Assam
prod_407,grains,1135,4.4,99,7735,433,134,Kerala
prod_408,dairy,113,4.8,309,1789,369,121,Andhra Pradesh
prod_409,dairy,1543,4.8,426,977,242,319,Himachal Pradesh
prod_410,dairy,1896,4.4,71,3743,151,344,Kerala
prod_411,meat,545,4.6,173,4909,356,105,Haryana
prod_412,meat,1418,4.7,181,1676,373,130,Haryana
prod_413,beverages,828,5.0,137,1631,314,83,Himachal Pradesh
prod_414,beverages,799,4.1,210,2393,189,110,Madhya Pradesh
prod_415,snacks,1978,4.2,465,4204,303,183,Goa
prod_416,snacks,1638,4.0,221,7143,190,203,Jharkhand
prod_417,fruits,1162,4.2,147,5718,255,196,Madhya Pradesh
prod_418,fruits,618,4.3,69,2599,343,278,Haryana
prod_419,fruits,737,3.9,316,1363,324,89,Gujarat
prod_420,fruits,1908,4.0,429,4206,341,288,Jharkhand
prod_421,fruits,1554,3.8,242,4705,416,356,Delhi
prod_422,fruits,1960,4.8,265,1997,210,216,Chandigarh
prod_423,fruits,238,3.7,400,6467,187,71,Jammu & Kashmir
prod_424,fruits,1084,3.9,154,2041,301,373,Madhya Pradesh
prod_425,fruits,605,3.5,308,4595,215,62,Assam
prod_426,fruits,143,4.0,386,2797,404,175,Bihar
prod_427,vegetables,1949,4.5,456,2322,188,343,Lakshadweep
prod_428,vegetables,134,3.6,73,7961,256,63,Lakshadweep
prod_429,vegetables,962,4.6,341,4338,200,142,Daman & Diu
prod_430,vegetables,321,4.9,213,5124,429,139,Gujarat
prod_431,vegetables,1191,4.6,109,1951,117,62,Haryana
prod_432,vegetables,1653,4.4,164,7197,480,124,Jharkhand
prod_433,vegetables,1609,4.8,395,898,141,381,Assam
prod_434,vegetables,713,4.2,103,4841,370,290,Arunachal Pradesh
prod_435,grains,415,4.8,92,6858,429,357,Karnataka
prod_436,grains,196,4.6,483,1367,455,207,Madhya Pradesh
prod_437,grains,1942,3.9,68,6211,408,353,Chhattisgarh
prod_438,dairy,482,4.3,180,7523,167,274,Bihar
prod_439,dairy,626,3.9,76,7336,471,59,Delhi
prod_440,dairy,1945,3.9,440,5044,194,66,Jammu & Kashmir
prod_441,meat,1841,4.8,72,1405,239,245,Himachal Pradesh
prod_442,meat,1056,4.2,58,3808,317,77,Jammu & Kashmir
prod_443,beverages,1968,4.7,67,7066,122,322,Delhi
prod_444,beverages,169,4.5,490,3018,387,95,Lakshadweep
prod_445,snacks,1466,4.0,454,2726,158,360,Chhattisgarh
